0,81916	0,014633	-1
0,27469	0,059387	-1
0,12522	0,31643	-1
0,92179	0,23068	-1
0,61387	0,080241	-1
0,76498	0,14936	-1
0,13872	0,88506	-1
0,84803	0,85371	-1
0,42726	0,090736	-1
0,27658	0,1414	-1
0,013064	0,17479	-1
0,29205	0,95038	-1
0,0087286	0,38617	-1
0,99996	0,10352	-1
0,15381	0,14624	-1
0,9679	0,88905	-1
0,1502	0,9631	-1
0,50136	0,0017831	-1
0,93813	0,086569	-1
0,62389	0,96299	-1
0,97351	0,78366	-1
0,12272	0,68567	-1
0,3632	0,9769	-1
0,86189	0,32709	-1
0,36812	0,87803	-1
0,12086	0,15208	-1
0,012018	0,087114	-1
0,32797	0,0015033	-1
0,61621	0,017123	-1
0,40872	0,94482	-1
0,98137	0,62135	-1
0,97582	0,093208	-1
0,94031	0,79552	-1
0,88398	0,95486	-1
0,84041	0,99518	-1
0,99383	0,6027	-1
0,057456	0,19951	-1
0,52615	0,083924	-1
0,74022	0,82223	-1
0,11026	0,084731	-1
0,96778	0,13709	-1
0,027047	0,065116	-1
0,81561	0,22555	-1
0,88503	0,86893	-1
0,27699	0,042321	-1
0,050348	0,54785	-1
0,98718	0,29711	-1
0,89885	0,073098	-1
0,0094498	0,10161	-1
0,68747	0,85514	-1
0,84465	0,77231	-1
0,79004	0,13797	-1
0,90651	0,7567	-1
0,91413	0,4704	-1
0,87503	0,28744	-1
0,43109	0,06397	-1
0,13964	0,24083	-1
0,8943	0,95567	-1
0,59484	0,059423	-1
0,29005	0,071136	-1
0,96463	0,10792	-1
0,38333	0,99676	-1
0,1209	0,37219	-1
0,39786	0,0061838	-1
0,92209	0,72565	-1
0,89022	0,98535	-1
0,13378	0,11173	-1
0,11359	0,67545	-1
0,13407	0,99977	-1
0,85439	0,98852	-1
0,80888	0,093428	-1
0,71909	0,99689	-1
0,44798	0,92944	-1
0,069976	0,13716	-1
0,58167	0,96947	-1
0,90031	0,63091	-1
0,027856	0,072521	-1
0,91934	0,7931	-1
0,49553	0,047286	-1
0,69055	0,90095	-1
0,092727	0,22206	-1
0,15754	0,92496	-1
0,8003	0,99654	-1
0,24632	0,041524	-1
0,91671	0,041392	-1
0,90983	0,90669	-1
0,085654	0,52798	-1
0,01767	0,63393	-1
0,81662	0,98085	-1
0,63691	0,95151	-1
0,96671	0,13529	-1
0,050941	0,9353	-1
0,022329	0,13642	-1
0,29323	0,05279	-1
0,067324	0,61357	-1
0,32194	0,083682	-1
0,3422	0,052488	-1
0,95602	0,29074	-1
0,93816	0,84111	-1
0,41299	0,63701	1
0,58105	0,66123	1
0,38165	0,64018	1
0,54847	0,57079	1
0,56357	0,63808	1
0,33527	0,60455	1
0,38861	0,55643	1
0,56099	0,47771	1
0,53512	0,48291	1
0,45403	0,31773	1
0,51134	0,63676	1
0,58011	0,64618	1
0,46356	0,36519	1
0,56353	0,57609	1
0,48858	0,57956	1
0,38945	0,39354	1
0,49975	0,61163	1
0,66047	0,40303	1
0,58552	0,48518	1
0,44951	0,46517	1
0,45934	0,36981	1
0,42934	0,68078	1
0,50701	0,44329	1
0,48682	0,48674	1
0,51926	0,66098	1
0,38023	0,42502	1
0,47688	0,65258	1
0,60229	0,61231	1
0,4813	0,45209	1
0,34415	0,56104	1
