0.0029848	0.79688479
0.387687196	0.785093797
0.132892813	0.067931912
0.217055466	0.794686898
0.806103958	0.707121201
0.573021335	0.413567466
0.826930085	0.09879679
0.230955636	0.257847237
0.433291067	0.516166493
0.442075765	0.9647373
0.00932778	0.828655069
0.812959713	0.011059865
0.676031838	0.809008256
0.318323898	0.240098051
0.65736494	0.76852779
0.491520378	0.427394094
0.831980162	0.340164678
0.646210639	0.109958615
0.773265142	0.059667312
0.273389355	0.23363031
0.237916135	0.989346176
0.464246889	0.324471924
0.847903506	0.499226992
0.177728258	0.371721718
0.83417748	0.048065666
0.583520187	0.907586539
0.049356107	0.156525478
0.420352121	0.148131447
0.468726155	0.948053628
0.641306317	0.522194951
0.862394026	0.447038695
0.016165986	0.653366217
0.107209167	0.77716463
0.587462659	0.648125379
0.046033532	0.441874953
0.368245487	0.775164351
0.81885952	0.09175815
0.449175655	0.063536389
0.8796547	0.604233468
0.531695595	0.64385882
0.195107118	0.900471765
0.266736057	0.194031005
0.087850333	0.353316782
0.359555318	0.47835356
0.448142756	0.573808837
0.851641074	0.058929136
0.533692189	0.473711576
0.531574702	0.480837824
0.254637003	0.200682129
0.147265984	0.123948906
0.230903571	0.727647111
0.43141913	0.31747318
0.433634761	0.642119449
0.413439021	0.20600803
0.59097253	0.323793355
0.8687227	0.221398767
0.679220747	0.781346009
0.154735927	0.52041326
0.102471578	0.623179466
0.544634354	0.642915913
0.809281978	0.89881158
0.859775301	0.077256962
0.10390354	0.377234402
0.857601	0.741988068
0.495022928	0.918851924
0.751228639	0.880044913
0.658952618	0.11117184
0.659899324	0.450501981
0.197973894	0.288100224
0.358619878	0.992990146
0.54540087	0.692857257
0.102521049	0.993883854
0.019983196	0.739496834
0.101589449	0.711667372
0.982956582	0.111214879
0.219769177	0.165502821
0.79447634	0.236586957
0.933879688	0.077514206
0.271864789	0.107945687
0.119304444	0.401817732
0.777124742	0.737797224
0.122418719	0.842351799
0.948612259	0.966246125
0.566220145	0.026544805
0.207151517	0.907125101
0.656324416	0.382395803
0.071601703	0.399432854
0.546636845	0.464670924
0.285321871	0.230710872
0.693860076	0.868948051
0.385692008	0.975418684
