1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0.00;0.00;1.00;1.00;0.25;0.50;0.00;178;2;0.01;0.04;0.04;0.00;0.01;0.00;0.32;1.00;1
1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;0.00;0.00;1.00;1.00;0.11;0.50;0.00;188;2;0.01;0.06;0.10;0.00;0.01;0.00;0.36;1.00;1
0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1;0.00;0.00;1.00;1.00;0.04;0.54;0.00;198;1;0.01;0.09;0.14;0.00;0.01;0.00;0.39;1.00;1
0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;1;0.00;0.00;1.00;1.00;0.03;0.55;0.00;208;1;0.00;0.11;0.18;0.00;0.01;0.00;0.42;1.00;1
1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;2;0.00;0.00;1.00;1.00;0.04;0.54;0.00;218;2;0.01;0.12;0.22;0.00;0.01;0.00;0.44;1.00;1
1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;2;0.00;0.00;1.00;1.00;0.03;0.53;0.00;228;2;0.01;0.14;0.25;0.00;0.01;0.00;0.47;1.00;1
0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;1;0.00;0.00;1.00;1.00;0.01;0.54;0.00;238;1;0.00;0.16;0.29;0.00;0.01;0.00;0.49;1.00;1
1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;2;0.00;0.00;1.00;1.00;0.03;0.54;0.00;248;2;0.01;0.17;0.31;0.00;0.01;0.00;0.51;1.00;1
1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;2;0.00;0.00;1.00;1.00;0.02;0.53;0.00;255;2;0.01;0.19;0.35;0.00;0.00;0.00;0.53;1.00;1
1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;2;0.00;0.00;1.00;1.00;0.02;0.55;0.00;255;2;0.01;0.22;0.38;0.00;0.00;0.00;0.53;1.00;1
0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;1;0.00;0.00;1.00;1.00;0.01;0.56;0.00;255;1;0.00;0.24;0.42;0.00;0.00;0.00;0.53;1.00;1
1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;2;0.00;0.00;1.00;1.00;0.02;0.56;0.00;255;2;0.01;0.26;0.46;0.00;0.00;0.00;0.53;1.00;1
1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;2;0.00;0.00;1.00;1.00;0.02;0.56;0.00;255;2;0.01;0.28;0.50;0.00;0.00;0.00;0.53;1.00;1
1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;2;0.04;0.50;0.96;0.50;0.01;0.57;0.00;255;2;0.01;0.31;0.54;0.00;0.02;0.50;0.52;0.50;1
0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;2;0.08;1.00;0.92;0.00;0.01;0.58;0.00;255;2;0.01;0.34;0.58;0.00;0.05;1.00;0.53;0.00;1
0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;2;0.12;1.00;0.88;0.00;0.01;0.58;0.00;255;2;0.01;0.36;0.62;0.00;0.07;1.00;0.55;0.00;1
0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;1;0.12;0.00;0.88;1.00;0.01;0.58;0.00;255;1;0.00;0.38;0.66;0.00;0.08;0.00;0.58;1.00;1
0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;1.00;1.00;1.00;0.00;0.00;9;1;0.11;1.00;0.11;0.00;0.00;0.00;0.89;1.00;-1
0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;1.00;1.00;1.00;0.00;0.00;19;1;0.05;1.00;0.05;0.00;0.00;0.00;0.95;1.00;-1
0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;1.00;1.00;1.00;0.00;0.00;29;1;0.03;1.00;0.03;0.00;0.00;0.00;0.97;1.00;-1
0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.00;0.00;1.00;1.00;1.00;0.00;0.00;39;1;0.03;1.00;0.03;0.00;0.00;0.00;0.95;1.00;-1
